"","duration","sdate","sstation","edate","estation","bikeno","client"
"252112","0h 5m 16s",2014-10-27 09:40:00,"Massachusetts Ave & Dupont Circle NW",2014-10-27 09:45:00,"New Hampshire Ave & 24th St NW","W21584","Registered"
"569566","0h 9m 52s",2014-12-13 13:19:00,"19th & East Capitol St SE",2014-12-13 13:29:00,"13th & H St NE","W01068","Registered"
"230816","0h 5m 0s",2014-10-25 12:02:00,"3rd & H St NE",2014-10-25 12:07:00,"1st & H St NW","W20239","Registered"
"335498","0h 21m 17s",2014-11-05 12:28:00,"4th & E St SW",2014-11-05 12:50:00,"21st & M St NW","W21130","Registered"
"531587","0h 3m 20s",2014-12-06 12:15:00,"Potomac & Pennsylvania Ave SE",2014-12-06 12:19:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W21309","Registered"
"194471","0h 8m 44s",2014-10-20 20:01:00,"4th & East Capitol St NE",2014-10-20 20:10:00,"13th & H St NE","W01320","Registered"
"121447","0h 12m 19s",2014-10-13 08:23:00,"Georgia & New Hampshire Ave NW",2014-10-13 08:35:00,"Thomas Circle","W00127","Registered"
"291361","0h 9m 7s",2014-10-30 22:37:00,"Rhode Island Ave Metro",2014-10-30 22:46:00,"18th St & Rhode Island Ave NE","W20795","Registered"
"589399","0h 12m 18s",2014-12-16 16:23:00,"20th St & Florida Ave NW",2014-12-16 16:36:00,"11th & M St NW","W01004","Registered"
"587169","0h 11m 34s",2014-12-16 08:08:00,"11th & Kenyon St NW",2014-12-16 08:19:00,"21st & M St NW","W20431","Registered"
"190771","0h 6m 18s",2014-10-20 16:00:00,"20th St & Florida Ave NW",2014-10-20 16:06:00,"19th & L St NW","W21689","Registered"
"466359","0h 11m 10s",2014-11-23 15:42:00,"Florida Ave & R St NW",2014-11-23 15:53:00,"MLK Library/9th & G St NW","W01134","Registered"
"19478","0h 14m 47s",2014-10-02 18:32:00,"Lincoln Memorial",2014-10-02 18:47:00,"15th & N Scott St","W00409","Registered"
"72563","0h 8m 19s",2014-10-07 18:21:00,"8th & D St NW",2014-10-07 18:29:00,"5th & K St NW","W20224","Registered"
"600618","0h 6m 9s",2014-12-18 08:25:00,"8th & H St NW",2014-12-18 08:31:00,"14th St & New York Ave NW","W20886","Registered"
"558555","0h 11m 13s",2014-12-11 17:50:00,"USDA / 12th & Independence Ave SW",2014-12-11 18:01:00,"5th & K St NW","W20888","Registered"
"519401","0h 8m 2s",2014-12-04 12:14:00,"Columbus Circle / Union Station",2014-12-04 12:22:00,"13th & D St NE","W00594","Registered"
"101212","0h 18m 44s",2014-10-10 13:23:00,"Jefferson Memorial",2014-10-10 13:42:00,"L'Enfant Plaza / 7th & C St SW","W01237","Casual"
"391625","1h 38m 21s",2014-11-11 20:36:00,"19th St & Constitution Ave NW",2014-11-11 22:15:00,"20th & E St NW","W20943","Casual"
"42321","0h 3m 30s",2014-10-04 18:16:00,"Court House Metro / 15th & N Uhle St ",2014-10-04 18:20:00,"Barton St & 10th St N","W20004","Registered"
"580435","0h 7m 19s",2014-12-15 09:18:00,"11th & K St NW",2014-12-15 09:25:00,"10th St & Constitution Ave NW","W00024","Casual"
"242898","0h 9m 54s",2014-10-26 12:35:00,"1st & K St SE",2014-10-26 12:45:00,"Eastern Market / 7th & North Carolina Ave SE","W00079","Casual"
"207870","0h 10m 50s",2014-10-23 06:57:00,"Columbus Circle / Union Station",2014-10-23 07:08:00,"Smithsonian / Jefferson Dr & 12th St SW","W20821","Registered"
"2604","0h 11m 50s",2014-10-01 10:21:00,"Lincoln Memorial",2014-10-01 10:33:00,"Jefferson Memorial","W20302","Casual"
"73889","0h 3m 27s",2014-10-07 20:41:00,"Columbia Rd & Belmont St NW",2014-10-07 20:44:00,"Calvert St & Woodley Pl NW","W01326","Registered"
"568841","0h 3m 21s",2014-12-13 11:52:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",2014-12-13 11:55:00,"3rd & G St SE","W21716","Registered"
"193582","0h 12m 56s",2014-10-20 18:45:00,"Smithsonian / Jefferson Dr & 12th St SW",2014-10-20 18:58:00,"7th & R St NW / Shaw Library","W00312","Registered"
"333175","0h 15m 21s",2014-11-05 08:09:00,"15th & F St NE",2014-11-05 08:25:00,"4th & D St NW / Judiciary Square","W21678","Registered"
"645895","0h 9m 43s",2014-12-30 11:47:00,"19th & E Street NW",2014-12-30 11:57:00,"20th & O St NW / Dupont South","W01249","Registered"
"539857","0h 4m 29s",2014-12-08 09:26:00,"5th & K St NW",2014-12-08 09:31:00,"13th St & New York Ave NW","W00094","Registered"
"569108","0h 7m 43s",2014-12-13 12:25:00,"Potomac & Pennsylvania Ave SE",2014-12-13 12:33:00,"13th & D St NE","W00302","Registered"
"394389","0h 12m 41s",2014-11-12 08:06:00,"North Capitol St & G Pl NE",2014-11-12 08:18:00,"4th & W St NE","W20759","Registered"
"314517","0h 17m 6s",2014-11-03 08:18:00,"37th & O St NW / Georgetown University",2014-11-03 08:35:00,"Metro Center / 12th & G St NW","W01397","Registered"
"60509","0h 8m 3s",2014-10-06 17:11:00,"C & O Canal & Wisconsin Ave NW",2014-10-06 17:19:00,"Massachusetts Ave & Dupont Circle NW","W20760","Registered"
"409183","0h 20m 34s",2014-11-13 20:02:00,"19th & L St NW",2014-11-13 20:23:00,"4th & E St SW","W21294","Registered"
"341089","0h 14m 34s",2014-11-06 07:20:00,"Connecticut Ave & Tilden St NW",2014-11-06 07:34:00,"C & O Canal & Wisconsin Ave NW","W00066","Registered"
"404547","0h 9m 2s",2014-11-13 08:46:00,"20th & O St NW / Dupont South",2014-11-13 08:55:00,"New Hampshire Ave & 24th St NW","W20052","Registered"
"651517","0h 7m 42s",2014-12-31 13:32:00,"Jefferson Dr & 14th St SW",2014-12-31 13:40:00,"10th St & Constitution Ave NW","W20166","Casual"
"105444","0h 8m 19s",2014-10-11 01:11:00,"17th & Rhode Island Ave NW",2014-10-11 01:20:00,"24th & N St NW","W01455","Casual"
"513944","0h 8m 5s",2014-12-03 17:37:00,"12th & U St NW",2014-12-03 17:45:00,"New Hampshire Ave & T St NW","W21477","Registered"
"278192","0h 23m 41s",2014-10-29 17:44:00,"Smithsonian / Jefferson Dr & 12th St SW",2014-10-29 18:07:00,"Court House Metro / 15th & N Uhle St ","W20467","Registered"
"256704","0h 8m 0s",2014-10-27 17:44:00,"18th St & Wyoming Ave NW",2014-10-27 17:52:00,"17th St & Massachusetts Ave NW","W21281","Registered"
"519370","0h 0m 19s",2014-12-04 12:08:00,"North Capitol St & G Pl NE",2014-12-04 12:09:00,"North Capitol St & G Pl NE","W00081","Registered"
"425299","0h 4m 20s",2014-11-16 13:33:00,"Metro Center / 12th & G St NW",2014-11-16 13:37:00,"8th & F St NW / National Portrait Gallery","W00900","Registered"
"289384","0h 8m 43s",2014-10-30 18:41:00,"5th & K St NW",2014-10-30 18:50:00,"6th & H St NE","W01241","Registered"
"37435","0h 5m 57s",2014-10-04 13:15:00,"Henry St & Pendleton St",2014-10-04 13:21:00,"Prince St & Union St","W01268","Registered"
"579082","0h 15m 58s",2014-12-15 07:49:00,"1st & Rhode Island Ave NW",2014-12-15 08:05:00,"20th St & Florida Ave NW","W00367","Registered"
"395421","0h 9m 48s",2014-11-12 08:53:00,"Thomas Circle",2014-11-12 09:02:00,"5th & F St NW","W21715","Registered"
"563532","0h 4m 23s",2014-12-12 13:10:00,"14th & R St NW",2014-12-12 13:14:00,"10th & U St NW","W20680","Registered"
"393370","0h 9m 44s",2014-11-12 06:51:00,"Connecticut Ave & Tilden St NW",2014-11-12 07:01:00,"Adams Mill & Columbia Rd NW","W20914","Registered"
"20001","0h 21m 20s",2014-10-02 19:00:00,"Jefferson Memorial",2014-10-02 19:22:00,"Mount Vernon Ave & Kennedy St","W01131","Registered"
"173120","0h 26m 17s",2014-10-18 15:23:00,"14th & D St NW / Ronald Reagan Building",2014-10-18 15:49:00,"Columbus Circle / Union Station","W01454","Casual"
"128915","0h 8m 23s",2014-10-14 08:15:00,"New Jersey Ave & R St NW",2014-10-14 08:23:00,"11th & K St NW","W00754","Registered"
"522814","0h 3m 19s",2014-12-04 19:27:00,"14th & Rhode Island Ave NW",2014-12-04 19:30:00,"11th & M St NW","W00138","Registered"
"529606","0h 5m 24s",2014-12-05 21:35:00,"Court House Metro / 15th & N Uhle St ",2014-12-05 21:41:00,"Clarendon Metro / Wilson Blvd & N Highland St","W21331","Registered"
"186968","0h 3m 43s",2014-10-20 07:59:00,"N Randolph St & Fairfax Dr",2014-10-20 08:03:00,"Glebe Rd & 11th St N","W00364","Registered"
"535929","0h 11m 9s",2014-12-07 15:24:00,"17th & Corcoran St NW",2014-12-07 15:35:00,"8th & H St NW","W00339","Registered"
"64535","0h 48m 7s",2014-10-06 22:16:00,"19th St & Pennsylvania Ave NW",2014-10-06 23:04:00,"1st & M St NE","W01353","Registered"
"337427","0h 24m 12s",2014-11-05 16:53:00,"Maryland & Independence Ave SW",2014-11-05 17:17:00,"21st & M St NW","W00989","Casual"
"18416","0h 9m 50s",2014-10-02 17:47:00,"21st & M St NW",2014-10-02 17:57:00,"California St & Florida Ave NW","W00668","Registered"
"75683","0h 21m 49s",2014-10-08 07:52:00,"Georgia & New Hampshire Ave NW",2014-10-08 08:14:00,"21st St & Pennsylvania Ave NW","W20630","Registered"
"186750","0h 8m 30s",2014-10-20 07:46:00,"14th & Rhode Island Ave NW",2014-10-20 07:54:00,"21st & M St NW","W20375","Registered"
"206050","0h 8m 56s",2014-10-22 18:54:00,"19th & K St NW",2014-10-22 19:03:00,"14th & R St NW","W00992","Registered"
"627772","0h 2m 5s",2014-12-25 13:13:00,"21st & M St NW",2014-12-25 13:15:00,"24th & N St NW","W00876","Registered"
"461514","0h 7m 33s",2014-11-22 17:54:00,"Duke St & John Carlyle St",2014-11-22 18:02:00,"Braddock Rd Metro","W00494","Registered"
"85475","0h 13m 22s",2014-10-08 22:33:00,"15th & F St NE",2014-10-08 22:47:00,"Potomac & Pennsylvania Ave SE","W21530","Registered"
"531576","0h 10m 12s",2014-12-06 12:12:00,"16th & Harvard St NW",2014-12-06 12:23:00,"21st & I St NW","W21957","Registered"
"549433","0h 8m 50s",2014-12-10 09:25:00,"Columbus Circle / Union Station",2014-12-10 09:34:00,"Washington & Independence Ave SW/HHS","W20821","Registered"
"625634","0h 11m 58s",2014-12-23 19:27:00,"15th & K St NW",2014-12-23 19:39:00,"3rd & H St NE","W00170","Registered"
"212962","0h 14m 56s",2014-10-23 16:54:00,"20th & L St NW",2014-10-23 17:09:00,"1st & M St NE","W00108","Registered"
"346280","0h 11m 20s",2014-11-06 18:29:00,"17th & K St NW",2014-11-06 18:41:00,"10th & E St NW","W01035","Registered"
"140988","0h 12m 6s",2014-10-15 09:28:00,"3rd & G St SE",2014-10-15 09:40:00,"Eastern Market / 7th & North Carolina Ave SE","W00015","Registered"
"358477","0h 13m 37s",2014-11-08 10:55:00,"Eastern Market / 7th & North Carolina Ave SE",2014-11-08 11:09:00,"3rd & H St NE","W20236","Registered"
"276675","0h 4m 39s",2014-10-29 15:09:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",2014-10-29 15:13:00,"Lincoln Park / 13th & East Capitol St NE ","W20169","Registered"
"176456","0h 17m 24s",2014-10-18 19:36:00,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",2014-10-18 19:53:00,"Jefferson Memorial","W00729","Registered"
"29155","0h 5m 34s",2014-10-03 16:12:00,"22nd & I St NW / Foggy Bottom",2014-10-03 16:18:00,"25th St & Pennsylvania Ave NW","W00028","Registered"
"387346","0h 18m 52s",2014-11-11 15:11:00,"Wisconsin Ave & O St NW",2014-11-11 15:30:00,"10th & U St NW","W20634","Registered"
"572233","0h 11m 34s",2014-12-13 19:23:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",2014-12-13 19:35:00,"Columbus Circle / Union Station","W00158","Registered"
"191816","0h 20m 25s",2014-10-20 17:18:00,"22nd & I St NW / Foggy Bottom",2014-10-20 17:39:00,"4th & M St SW","W01221","Registered"
"587830","0h 7m 13s",2014-12-16 08:39:00,"Columbus Circle / Union Station",2014-12-16 08:46:00,"8th & H St NW","W20295","Registered"
"239482","0h 6m 34s",2014-10-26 01:34:00,"16th & Harvard St NW",2014-10-26 01:41:00,"17th St & Massachusetts Ave NW","W20331","Registered"
"437591","0h 9m 45s",2014-11-19 06:51:00,"4th & East Capitol St NE",2014-11-19 07:00:00,"15th & F St NE","W20858","Registered"
"313732","0h 5m 29s",2014-11-03 07:32:00,"15th & Euclid St  NW",2014-11-03 07:37:00,"Park Rd & Holmead Pl NW","W00910","Registered"
"192690","0h 25m 35s",2014-10-20 17:58:00,"34th St & Wisconsin Ave NW",2014-10-20 18:24:00,"10th & E St NW","W21353","Registered"
"267830","0h 17m 22s",2014-10-28 17:41:00,"3rd & H St NW",2014-10-28 17:59:00,"12th & U St NW","W20836","Registered"
"369895","0h 15m 32s",2014-11-09 15:56:00,"14th & G St NW",2014-11-09 16:12:00,"Maryland & Independence Ave SW","W00709","Casual"
"335489","0h 8m 34s",2014-11-05 12:27:00,"3rd & H St NW",2014-11-05 12:36:00,"17th St & Massachusetts Ave NW","W20887","Registered"
"274597","0h 11m 16s",2014-10-29 09:18:00,"20th St & Florida Ave NW",2014-10-29 09:29:00,"14th & G St NW","W01420","Registered"
"576038","0h 14m 16s",2014-12-14 15:17:00,"15th & P St NW",2014-12-14 15:31:00,"11th & Kenyon St NW","W20985","Registered"
"212130","0h 8m 12s",2014-10-23 15:26:00,"Calvert St & Woodley Pl NW",2014-10-23 15:34:00,"Lamont & Mt Pleasant NW","W20112","Registered"
"220004","2h 33m 34s",2014-10-24 09:52:00,"Clarendon Blvd & Pierce St",2014-10-24 12:26:00,"Jefferson Dr & 14th St SW","W21284","Casual"
"477073","0h 6m 30s",2014-11-24 21:16:00,"10th St & Constitution Ave NW",2014-11-24 21:22:00,"L'Enfant Plaza / 7th & C St SW","W20198","Registered"
"46211","0h 57m 11s",2014-10-05 11:06:00,"3rd & D St SE",2014-10-05 12:03:00,"3rd St & Pennsylvania Ave SE","W01214","Casual"
"434299","0h 20m 43s",2014-11-18 12:55:00,"Lamont & Mt Pleasant NW",2014-11-18 13:15:00,"12th & L St NW","W20788","Registered"
"232051","0h 36m 35s",2014-10-25 13:16:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",2014-10-25 13:52:00,"Lincoln Memorial","W21695","Casual"
"220967","0h 6m 17s",2014-10-24 12:11:00,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr",2014-10-24 12:17:00,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W21678","Casual"
"149531","0h 4m 19s",2014-10-16 16:11:00,"7th & R St NW / Shaw Library",2014-10-16 16:15:00,"12th & U St NW","W20143","Registered"
"558178","0h 12m 30s",2014-12-11 17:19:00,"14th & D St NW / Ronald Reagan Building",2014-12-11 17:31:00,"California St & Florida Ave NW","W20769","Registered"
"223736","0h 9m 42s",2014-10-24 16:45:00,"17th St & Massachusetts Ave NW",2014-10-24 16:55:00,"20th St & Florida Ave NW","W21227","Registered"
"553290","0h 15m 47s",2014-12-10 19:42:00,"17th & Rhode Island Ave NW",2014-12-10 19:58:00,"15th & Euclid St  NW","W00571","Registered"
"237150","0h 3m 46s",2014-10-25 18:20:00,"15th St & Massachusetts Ave SE",2014-10-25 18:24:00,"15th & F St NE","W20039","Registered"
"645225","0h 11m 34s",2014-12-30 09:12:00,"17th & Corcoran St NW",2014-12-30 09:24:00,"Jefferson Dr & 14th St SW","W21528","Registered"
"468034","0h 8m 27s",2014-11-23 19:52:00,"M St & Pennsylvania Ave NW",2014-11-23 20:01:00,"Massachusetts Ave & Dupont Circle NW","W01426","Registered"
"349125","0h 11m 9s",2014-11-07 07:43:00,"Wisconsin Ave & O St NW",2014-11-07 07:54:00,"Massachusetts Ave & Dupont Circle NW","W20948","Registered"
"150089","0h 15m 49s",2014-10-16 16:56:00,"20th & E St NW",2014-10-16 17:11:00,"North Capitol St & F St NW","W21460","Registered"
"1964","0h 8m 10s",2014-10-01 09:00:00,"20th St & Florida Ave NW",2014-10-01 09:08:00,"14th & Belmont St NW","W00724","Registered"
"207535","0h 22m 5s",2014-10-23 01:17:00,"14th & Harvard St NW",2014-10-23 01:39:00,"4th & E St SW","W00651","Registered"
"436159","0h 9m 57s",2014-11-18 18:20:00,"New Hampshire Ave & 24th St NW",2014-11-18 18:30:00,"17th & Corcoran St NW","W20483","Registered"
"483864","0h 20m 50s",2014-11-25 18:01:00,"15th & K St NW",2014-11-25 18:22:00,"8th & Eye St SE / Barracks Row","W20016","Registered"
"303433","0h 2m 6s",2014-11-01 12:35:00,"16th & Harvard St NW",2014-11-01 12:37:00,"14th & Harvard St NW","W00427","Registered"
"518926","0h 17m 38s",2014-12-04 10:09:00,"N Adams St & Lee Hwy",2014-12-04 10:26:00,"20th & O St NW / Dupont South","W20838","Registered"
"1420","0h 7m 36s",2014-10-01 08:27:00,"15th & F St NE",2014-10-01 08:35:00,"D St & Maryland Ave NE","W01187","Registered"
"303769","0h 34m 17s",2014-11-01 13:18:00,"4th & M St SW",2014-11-01 13:52:00,"21st St & Constitution Ave NW","W21333","Casual"
"490995","0h 5m 4s",2014-11-28 16:44:00,"17th & K St NW",2014-11-28 16:49:00,"18th & M St NW","W20755","Casual"
"292695","0h 7m 45s",2014-10-31 08:10:00,"Columbia Rd & Belmont St NW",2014-10-31 08:17:00,"21st St & Pennsylvania Ave NW","W00280","Registered"
"277322","0h 18m 29s",2014-10-29 16:50:00,"26th & S Clark St",2014-10-29 17:08:00,"Jefferson Memorial","W20660","Registered"
"501399","0h 10m 37s",2014-12-01 07:53:00,"16th & Harvard St NW",2014-12-01 08:04:00,"17th & K St NW","W21678","Registered"
"552406","0h 5m 46s",2014-12-10 18:10:00,"5th & K St NW",2014-12-10 18:16:00,"3rd & H St NE","W00431","Registered"
"531817","0h 15m 23s",2014-12-06 13:23:00,"20th St & Virginia Ave NW",2014-12-06 13:38:00,"Jefferson Dr & 14th St SW","W00621","Casual"
"128181","0h 9m 41s",2014-10-14 07:32:00,"1st & Washington Hospital Center NW",2014-10-14 07:42:00,"11th & Kenyon St NW","W00595","Registered"
"331965","0h 5m 55s",2014-11-05 06:24:00,"19th St & Pennsylvania Ave NW",2014-11-05 06:29:00,"13th St & New York Ave NW","W20218","Registered"
"455515","0h 8m 45s",2014-11-21 17:55:00,"17th & Corcoran St NW",2014-11-21 18:04:00,"Adams Mill & Columbia Rd NW","W21208","Registered"
"268551","0h 19m 27s",2014-10-28 18:10:00,"20th St & Florida Ave NW",2014-10-28 18:30:00,"New Hampshire Ave & T St NW","W20666","Registered"
"447873","0h 14m 19s",2014-11-20 17:05:00,"Independence Ave & L'Enfant Plaza SW/DOE",2014-11-20 17:20:00,"Columbus Circle / Union Station","W21436","Registered"
"249084","0h 3m 5s",2014-10-26 20:57:00,"3rd & Tingey St SE",2014-10-26 21:00:00,"1st & K St SE","W00574","Registered"
"329248","0h 10m 0s",2014-11-04 18:20:00,"Georgetown Harbor / 30th St NW",2014-11-04 18:30:00,"17th & K St NW","W21525","Registered"
"443725","0h 3m 58s",2014-11-20 07:07:00,"Rhode Island Ave Metro",2014-11-20 07:11:00,"4th & W St NE","W00331","Registered"
"344779","0h 7m 5s",2014-11-06 16:28:00,"18th St & Pennsylvania Ave NW",2014-11-06 16:35:00,"17th & Corcoran St NW","W00633","Registered"
"449343","0h 3m 58s",2014-11-20 18:56:00,"14th & R St NW",2014-11-20 19:00:00,"18th & R St NW","W20549","Registered"
"467553","0h 5m 4s",2014-11-23 18:20:00,"15th & Euclid St  NW",2014-11-23 18:25:00,"Lamont & Mt Pleasant NW","W00197","Registered"
"254475","0h 6m 49s",2014-10-27 15:02:00,"21st & I St NW",2014-10-27 15:09:00,"Kennedy Center","W21160","Registered"
"274310","0h 4m 23s",2014-10-29 08:54:00,"21st & M St NW",2014-10-29 08:58:00,"15th & L St NW","W21159","Registered"
"407074","0h 4m 37s",2014-11-13 16:16:00,"Georgia & New Hampshire Ave NW",2014-11-13 16:21:00,"Park Rd & Holmead Pl NW","W00594","Registered"
"343626","0h 5m 35s",2014-11-06 12:39:00,"6th & S Ball St",2014-11-06 12:45:00,"20th & Crystal Dr","W00214","Registered"
"634120","0h 29m 8s",2014-12-27 15:01:00,"Wisconsin Ave & O St NW",2014-12-27 15:31:00,"M St & Delaware Ave NE","W20468","Registered"
"277806","0h 11m 56s",2014-10-29 17:22:00,"13th St & New York Ave NW",2014-10-29 17:34:00,"14th & Belmont St NW","W20958","Registered"
"359700","0h 4m 54s",2014-11-08 12:50:00,"Harvard St & Adams Mill Rd NW",2014-11-08 12:55:00,"Lamont & Mt Pleasant NW","W21307","Registered"
"417805","0h 13m 39s",2014-11-15 10:35:00,"3rd & H St NE",2014-11-15 10:49:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00006","Casual"
"376390","0h 6m 19s",2014-11-10 13:07:00,"Columbia Rd & Belmont St NW",2014-11-10 13:13:00,"Massachusetts Ave & Dupont Circle NW","W00903","Registered"
"135566","0h 8m 41s",2014-10-14 18:25:00,"14th & Belmont St NW",2014-10-14 18:34:00,"Adams Mill & Columbia Rd NW","W20578","Registered"
"501818","0h 0m 4s",2014-12-01 08:20:00,"Calvert St & Woodley Pl NW",2014-12-01 08:20:00,"Calvert St & Woodley Pl NW","W00353","Registered"
"69974","0h 27m 9s",2014-10-07 16:03:00,"20th St & Florida Ave NW",2014-10-07 16:30:00,"John McCormack Dr & Michigan Ave NE","W20586","Registered"
"322242","0h 2m 29s",2014-11-04 07:05:00,"19th St & Pennsylvania Ave NW",2014-11-04 07:08:00,"19th & E Street NW","W00979","Registered"
"139916","0h 16m 18s",2014-10-15 08:17:00,"7th & R St NW / Shaw Library",2014-10-15 08:33:00,"USDA / 12th & Independence Ave SW","W01302","Registered"
"295776","0h 18m 23s",2014-10-31 13:30:00,"Lincoln Memorial",2014-10-31 13:49:00,"Smithsonian / Jefferson Dr & 12th St SW","W21618","Casual"
"192519","0h 10m 56s",2014-10-20 17:50:00,"21st St & Pennsylvania Ave NW",2014-10-20 18:01:00,"11th & M St NW","W20143","Registered"
"201077","0h 9m 29s",2014-10-21 16:46:00,"Thomas Circle",2014-10-21 16:55:00,"New Jersey Ave & R St NW","W00040","Registered"
"444044","0h 5m 46s",2014-11-20 07:45:00,"Columbia Rd & Belmont St NW",2014-11-20 07:51:00,"17th St & Massachusetts Ave NW","W21273","Registered"
"564711","0h 1m 56s",2014-12-12 16:37:00,"Thomas Circle",2014-12-12 16:38:00,"14th & Rhode Island Ave NW","W00462","Registered"
"59838","0h 12m 58s",2014-10-06 16:37:00,"18th St & Pennsylvania Ave NW",2014-10-06 16:50:00,"L'Enfant Plaza / 7th & C St SW","W01074","Registered"
"72255","0h 12m 23s",2014-10-07 18:08:00,"Convention Center / 7th & M St NW",2014-10-07 18:21:00,"14th & V St NW","W20284","Registered"
"413422","0h 12m 45s",2014-11-14 14:57:00,"3rd & D St SE",2014-11-14 15:10:00,"5th & F St NW","W20570","Registered"
"350946","0h 5m 48s",2014-11-07 09:44:00,"8th & F St NW / National Portrait Gallery",2014-11-07 09:49:00,"14th & G St NW","W20814","Registered"
"246026","0h 21m 1s",2014-10-26 15:55:00,"14th St & Spring Rd NW",2014-10-26 16:16:00,"14th & R St NW","W00176","Casual"
"87749","0h 20m 53s",2014-10-09 08:32:00,"Rhode Island Ave & V St NE",2014-10-09 08:53:00,"19th & K St NW","W20154","Registered"
"32817","0h 12m 33s",2014-10-03 20:04:00,"Lincoln Park / 13th & East Capitol St NE ",2014-10-03 20:17:00,"3rd & D St SE","W00287","Registered"
"11386","0h 11m 54s",2014-10-02 07:23:00,"L'Enfant Plaza / 7th & C St SW",2014-10-02 07:34:00,"18th St & Pennsylvania Ave NW","W00562","Registered"
"293107","0h 13m 20s",2014-10-31 08:31:00,"3rd & D St SE",2014-10-31 08:45:00,"USDA / 12th & Independence Ave SW","W00948","Registered"
"157519","0h 7m 28s",2014-10-17 09:53:00,"1st & M St NE",2014-10-17 10:01:00,"5th St & Massachusetts Ave NW","W21604","Registered"
"223928","0h 4m 20s",2014-10-24 16:58:00,"12th & U St NW",2014-10-24 17:02:00,"7th & R St NW / Shaw Library","W21583","Registered"
"97834","0h 6m 15s",2014-10-10 07:31:00,"13th & D St NE",2014-10-10 07:37:00,"Columbus Circle / Union Station","W01060","Registered"
"327041","0h 5m 47s",2014-11-04 16:13:00,"Ward Circle / American University",2014-11-04 16:18:00,"Tenleytown / Wisconsin Ave & Albemarle St NW","W00117","Registered"
"331858","0h 18m 29s",2014-11-05 05:57:00,"Iwo Jima Memorial/N Meade & 14th St N",2014-11-05 06:16:00,"Hains Point/Buckeye & Ohio Dr SW","W20487","Registered"
"48806","0h 4m 7s",2014-10-05 14:08:00,"Pentagon City Metro / 12th & S Hayes St",2014-10-05 14:12:00,"18th & Eads St.","W00330","Casual"
"221907","0h 6m 30s",2014-10-24 13:53:00,"14th St & Colorado Ave NW",2014-10-24 13:59:00,"14th St & Spring Rd NW","W20958","Registered"
"275354","0h 12m 42s",2014-10-29 11:11:00,"14th & G St NW",2014-10-29 11:24:00,"Columbus Circle / Union Station","W20406","Registered"
"67356","0h 22m 27s",2014-10-07 08:57:00,"Massachusetts Ave & Dupont Circle NW",2014-10-07 09:20:00,"19th & K St NW","W21498","Casual"
"156506","0h 7m 56s",2014-10-17 08:34:00,"Wilson Blvd & N Oakland St",2014-10-17 08:41:00,"Court House Metro / 15th & N Uhle St ","W20152","Registered"
"294730","0h 11m 30s",2014-10-31 11:31:00,"16th & Harvard St NW",2014-10-31 11:42:00,"Massachusetts Ave & Dupont Circle NW","W20327","Casual"
"321450","0h 1m 55s",2014-11-03 21:49:00,"17th & Corcoran St NW",2014-11-03 21:51:00,"New Hampshire Ave & T St NW","W20365","Registered"
"186791","0h 9m 6s",2014-10-20 07:48:00,"Park Rd & Holmead Pl NW",2014-10-20 07:57:00,"17th St & Massachusetts Ave NW","W00008","Registered"
"105143","0h 23m 21s",2014-10-10 21:46:00,"Rosslyn Metro / Wilson Blvd & Ft Myer Dr",2014-10-10 22:09:00,"Ballston Metro / N Stuart & 9th St N","W21391","Casual"
"301972","0h 12m 15s",2014-11-01 08:30:00,"Thomas Circle",2014-11-01 08:42:00,"Jefferson Dr & 14th St SW","W00279","Registered"
"120102","0h 10m 54s",2014-10-12 20:52:00,"12th & U St NW",2014-10-12 21:03:00,"17th & K St NW / Farragut Square","W21465","Registered"
"377522","0h 22m 27s",2014-11-10 15:39:00,"Lincoln Memorial",2014-11-10 16:02:00,"Jefferson Memorial","W20148","Casual"
"103089","0h 11m 28s",2014-10-10 17:37:00,"California St & Florida Ave NW",2014-10-10 17:49:00,"24th & N St NW","W21142","Registered"
"243209","1h 14m 42s",2014-10-26 12:53:00,"Lynn & 19th St North",2014-10-26 14:07:00,"Potomac Greens Dr & Slaters Ln","W20299","Registered"
"626014","0h 10m 16s",2014-12-23 23:20:00,"Park Rd & Holmead Pl NW",2014-12-23 23:30:00,"14th & R St NW","W20576","Registered"
"530325","0h 11m 0s",2014-12-06 07:32:00,"11th & M St NW",2014-12-06 07:43:00,"M St & Pennsylvania Ave NW","W01466","Registered"
"355750","0h 4m 33s",2014-11-07 18:53:00,"Lamont & Mt Pleasant NW",2014-11-07 18:57:00,"Adams Mill & Columbia Rd NW","W00480","Casual"
"122980","0h 12m 0s",2014-10-13 13:43:00,"37th & O St NW / Georgetown University",2014-10-13 13:55:00,"M St & Pennsylvania Ave NW","W20665","Casual"
